Rk,Player,PTS,Date,Age,Team,,Opp,Result,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM,+/-,Pos.,Player-additional
14869,Bennedict Mathurin,4,2024-01-21,21-216,IND,@,PHO,L 110-117,,14,1,8,0.125,0,4,0,1,4,,,,,,,,,,,,,,,,,,,
14870,Bennedict Mathurin,4,2024-02-10,21-236,IND,@,NYK,W 125-111,,23,2,6,0.333,2,5,0.4,0,1,,,,,,,,,,,,,,,,,,,
14871,Wesley Matthews,4,2023-12-06,37-053,ATL,,BRK,L 113-114,,11,0,1,0,0,0,,0,1,,,,,,,,,,,,,,,,,,,
14872,Skylar Mays,4,2024-02-22,26-170,LAL,@,GSW,L 110-128,,6,2,2,1,2,2,1,0,0,,,,,,,,,,,,,,,,,,,
14873,Miles McBride,4,2023-12-16,23-099,NYK,@,LAC,L 122-144,,11,2,4,0.5,2,4,0.5,0,0,,,,,,,,,,,,,,,,,,,
14874,Miles McBride,4,2024-02-12,23-157,NYK,@,HOU,L 103-105,,5,2,2,1,2,2,1,0,0,,,,,,,,,,,,,,,,,,,
14875,Miles McBride,4,2024-02-22,23-167,NYK,@,PHI,W 110-96,,17,2,4,0.5,2,2,1,0,2,,,,,,,,,,,,,,,,,,,
14876,T.J. McConnell,4,2023-10-25,31-214,IND,,WAS,W 143-120,,6,2,2,1,2,2,1,0,0,,,,,,,,,,,,,,,,,,,
14877,T.J. McConnell,4,2023-11-06,31-226,IND,,SAS,W 152-111,,9,1,2,0.5,1,2,0.5,0,0,,,,,,,,,,,,,,,,,,,
14878,T.J. McConnell,4,2024-01-21,31-302,IND,@,PHO,L 110-117,*,12,2,8,0.25,2,8,0.25,0,0,,,,,,,,,,,,,,,,,,,
14879,T.J. McConnell,4,2024-02-04,31-316,IND,@,CHO,W 115-99,,21,2,5,0.4,2,5,0.4,0,0,,,,,,,,,,,,,,,,,,,
14880,Jalen McDaniels,4,2023-11-17,25-290,TOR,,BOS,L 105-108,,7,2,5,0.4,2,4,0.5,0,1,,,,,,,,,,,,,,,,,,,
14881,Jalen McDaniels,4,2023-11-19,25-292,TOR,,DET,W 142-113,,8,2,4,0.5,2,3,0.667,0,1,,,,,,,,,,,,,,,,,,,
14882,Jalen McDaniels,4,2024-03-09,26-038,TOR,@,POR,L 118-128 (OT),,25,2,3,0.667,2,3,0.667,0,0,,,,,,,,,,,,,,,,,,,
14883,Jaden McDaniels,4,2023-11-20,23-052,MIN,,NYK,W 117-100,*,5,2,2,1,2,2,1,0,0,,,,,,,,,,,,,,,,,,,
14884,JaVale McGee,4,2023-10-29,35-283,SAC,,LAL,W 132-127 (OT),,15,2,2,1,2,2,1,0,0,,,,,,,,,,,,,,,,,,,
14885,JaVale McGee,4,2023-11-17,35-302,SAC,@,SAS,W 129-120,,8,2,2,1,2,2,1,0,0,,,,,,,,,,,,,,,,,,,
14886,JaVale McGee,4,2023-11-24,35-309,SAC,@,MIN,W 124-111,,8,2,2,1,2,2,1,0,0,,,,,,,,,,,,,,,,,,,
14887,JaVale McGee,4,2023-12-16,35-331,SAC,,UTA,W 125-104,,4,2,3,0.667,2,3,0.667,0,0,,,,,,,,,,,,,,,,,,,
14888,JaVale McGee,4,2023-12-20,35-335,SAC,,BOS,L 119-144,,12,2,3,0.667,2,3,0.667,0,0,,,,,,,,,,,,,,,,,,,
14889,JaVale McGee,4,2023-12-26,35-341,SAC,@,POR,L 113-130,,5,2,2,1,2,2,1,0,0,,,,,,,,,,,,,,,,,,,
14890,JaVale McGee,4,2024-01-31,36-012,SAC,@,MIA,L 106-115,,6,2,3,0.667,2,3,0.667,0,0,,,,,,,,,,,,,,,,,,,
14891,Bryce McGowens,4,2023-12-29,21-051,CHO,@,PHO,L 119-133,*,21,2,4,0.5,2,3,0.667,0,1,,,,,,,,,,,,,,,,,,,
14892,Bryce McGowens,4,2024-01-02,21-055,CHO,@,SAC,W 111-104,*,21,1,3,0.333,1,1,1,0,2,,,,,,,,,,,,,,,,,,,
14893,Bryce McGowens,4,2024-01-10,21-063,CHO,,SAC,L 98-123,*,10,1,2,0.5,0,0,,1,2,,,,,,,,,,,,,,,,,,,
14894,Bryce McGowens,4,2024-02-04,21-088,CHO,,IND,L 99-115,*,16,0,2,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,
14895,Bryce McGowens,4,2024-02-25,21-109,CHO,@,POR,W 93-80,,21,1,3,0.333,1,2,0.5,0,1,,,,,,,,,,,,,,,,,,,
14896,Bryce McGowens,4,2024-02-27,21-111,CHO,@,MIL,L 85-123,,5,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,
14897,Jordan McLaughlin,4,2024-01-09,27-275,MIN,@,ORL,W 113-92,,15,2,3,0.667,2,2,1,0,1,,,,,,,,,,,,,,,,,,,
14898,Jordan McLaughlin,4,2024-02-04,27-301,MIN,,HOU,W 111-90,,17,1,4,0.25,0,1,0,1,3,,,,,,,,,,,,,,,,,,,
14899,Jordan McLaughlin,4,2024-03-01,27-327,MIN,,SAC,L 120-124 (OT),,12,2,2,1,2,2,1,0,0,,,,,,,,,,,,,,,,,,,
14900,De'Anthony Melton,4,2023-11-02,25-158,PHI,,TOR,W 114-99,*,21,1,6,0.167,0,3,0,1,3,,,,,,,,,,,,,,,,,,,
14901,De'Anthony Melton,4,2023-12-15,25-201,PHI,,DET,W 124-92,*,23,1,6,0.167,1,3,0.333,0,3,,,,,,,,,,,,,,,,,,,
14902,De'Anthony Melton,4,2023-12-20,25-206,PHI,,MIN,W 127-113,*,16,1,2,0.5,1,1,1,0,1,,,,,,,,,,,,,,,,,,,
14903,Nathan Mensah,4,2023-12-20,25-255,CHO,@,IND,L 113-144,,7,2,2,1,2,2,1,0,0,,,,,,,,,,,,,,,,,,,
14904,Nathan Mensah,4,2024-01-05,25-271,CHO,@,CHI,L 91-104,,17,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,
14905,Nathan Mensah,4,2024-01-17,25-283,CHO,@,NOP,L 112-132,,13,1,2,0.5,1,2,0.5,0,0,,,,,,,,,,,,,,,,,,,
14906,Nathan Mensah,4,2024-02-09,25-306,CHO,@,MIL,L 84-120,,18,2,3,0.667,2,3,0.667,0,0,,,,,,,,,,,,,,,,,,,
14907,Sam Merrill,4,2024-02-22,27-283,CLE,,ORL,L 109-116,,12,1,2,0.5,0,0,,1,2,,,,,,,,,,,,,,,,,,,
14908,Chimezie Metu,4,2023-11-15,26-238,PHO,,MIN,W 133-115,,4,2,4,0.5,2,3,0.667,0,1,,,,,,,,,,,,,,,,,,,
14909,Chimezie Metu,4,2023-11-22,26-245,PHO,,GSW,W 123-115,,12,2,3,0.667,2,2,1,0,1,,,,,,,,,,,,,,,,,,,
14910,Chimezie Metu,4,2023-12-17,26-270,PHO,,WAS,W 112-108,,9,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,
14911,Chimezie Metu,4,2023-12-27,26-280,PHO,@,HOU,W 129-113,,16,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,
14912,Chimezie Metu,4,2024-01-07,26-291,PHO,,MEM,L 115-121,,12,2,7,0.286,2,2,1,0,5,,,,,,,,,,,,,,,,,,,
14913,Chimezie Metu,4,2024-01-08,26-292,PHO,@,LAC,L 111-138,,8,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,
14914,Chimezie Metu,4,2024-01-11,26-295,PHO,@,LAL,W 127-109,,9,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,
14915,Chimezie Metu,4,2024-02-04,26-319,PHO,@,WAS,W 140-112,,8,2,4,0.5,2,4,0.5,0,0,,,,,,,,,,,,,,,,,,,
14916,Vasilije Micić,4,2024-01-10,29-362,OKC,@,MIA,W 128-120,,15,2,2,1,2,2,1,0,0,,,,,,,,,,,,,,,,,,,
14917,Vasilije Micić,4,2024-02-22,30-040,CHO,@,UTA,W 115-107,,20,1,9,0.111,1,6,0.167,0,3,,,,,,,,,,,,,,,,,,,
14918,Brandon Miller,4,2023-12-23,21-031,CHO,,DEN,L 95-102,*,11,2,5,0.4,2,3,0.667,0,2,,,,,,,,,,,,,,,,,,,
14919,Brandon Miller,4,2024-01-08,21-047,CHO,,CHI,L 112-119 (OT),*,31,2,11,0.182,2,4,0.5,0,7,,,,,,,,,,,,,,,,,,,
14920,Jordan Miller,4,2024-02-12,24-020,LAC,,MIN,L 100-121,,5,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,
14921,Leonard Miller,4,2024-01-12,20-047,MIN,,POR,W 116-93,,8,2,4,0.5,2,2,1,0,2,,,,,,,,,,,,,,,,,,,
14922,Shake Milton,4,2023-10-25,27-029,MIN,@,TOR,L 94-97,,21,1,5,0.2,0,1,0,1,4,,,,,,,,,,,,,,,,,,,
14923,Shake Milton,4,2023-11-28,27-063,MIN,,OKC,W 106-103,,12,1,2,0.5,1,1,1,0,1,,,,,,,,,,,,,,,,,,,
14924,Shake Milton,4,2024-01-09,27-105,MIN,@,ORL,W 113-92,,2,2,2,1,2,2,1,0,0,,,,,,,,,,,,,,,,,,,
14925,Shake Milton,4,2024-01-22,27-118,MIN,,CHO,L 125-128,,15,2,5,0.4,2,3,0.667,0,2,,,,,,,,,,,,,,,,,,,
14926,Shake Milton,4,2024-01-31,27-127,MIN,,DAL,W 121-87,,6,2,3,0.667,2,3,0.667,0,0,,,,,,,,,,,,,,,,,,,
14927,Shake Milton,4,2024-02-10,27-137,DET,@,LAC,L 106-112,,12,2,5,0.4,2,4,0.5,0,1,,,,,,,,,,,,,,,,,,,
14928,Justin Minaya,4,2024-01-11,24-291,POR,@,OKC,L 77-139,,14,2,5,0.4,2,3,0.667,0,2,,,,,,,,,,,,,,,,,,,
14929,Josh Minott,4,2023-11-04,20-344,MIN,,UTA,W 123-95,,4,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,
14930,Davion Mitchell,4,2023-11-28,25-084,SAC,,GSW,W 124-123,,9,1,4,0.25,1,2,0.5,0,2,,,,,,,,,,,,,,,,,,,
14931,Davion Mitchell,4,2023-12-16,25-102,SAC,,UTA,W 125-104,,18,2,5,0.4,2,4,0.5,0,1,,,,,,,,,,,,,,,,,,,
14932,Davion Mitchell,4,2024-01-02,25-119,SAC,,CHO,L 104-111,,14,1,3,0.333,0,2,0,1,1,,,,,,,,,,,,,,,,,,,
14933,Davion Mitchell,4,2024-01-12,25-129,SAC,@,PHI,L 93-112,,6,2,3,0.667,2,3,0.667,0,0,,,,,,,,,,,,,,,,,,,
14934,Davion Mitchell,4,2024-02-02,25-150,SAC,@,IND,W 133-122,,16,2,5,0.4,2,3,0.667,0,2,,,,,,,,,,,,,,,,,,,
14935,Davion Mitchell,4,2024-02-03,25-151,SAC,@,CHI,W 123-115,,14,1,2,0.5,1,1,1,0,1,,,,,,,,,,,,,,,,,,,
14936,Davion Mitchell,4,2024-02-26,25-174,SAC,,MIA,L 110-121,,9,2,2,1,2,2,1,0,0,,,,,,,,,,,,,,,,,,,
14937,Evan Mobley,4,2024-03-05,22-261,CLE,,BOS,W 105-104,*,23,2,8,0.25,2,7,0.286,0,1,,,,,,,,,,,,,,,,,,,
14938,Malik Monk,4,2024-01-25,25-355,SAC,@,GSW,W 134-133,,19,2,5,0.4,2,3,0.667,0,2,,,,,,,,,,,,,,,,,,,
14939,Moses Moody,4,2023-11-06,21-159,GSW,@,DET,W 120-109,,19,2,6,0.333,2,4,0.5,0,2,,,,,,,,,,,,,,,,,,,
14940,Moses Moody,4,2024-02-05,21-250,GSW,@,BRK,W 109-98,,15,2,5,0.4,2,4,0.5,0,1,,,,,,,,,,,,,,,,,,,
14941,Moses Moody,4,2024-02-22,21-267,GSW,,LAL,W 128-110,,20,2,6,0.333,2,4,0.5,0,2,,,,,,,,,,,,,,,,,,,
14942,Wendell Moore Jr.,4,2024-01-12,22-116,MIN,,POR,W 116-93,,8,2,2,1,2,2,1,0,0,,,,,,,,,,,,,,,,,,,
14943,Markieff Morris,4,2023-12-22,34-111,DAL,@,HOU,L 96-122,*,12,1,4,0.25,0,0,,1,4,,,,,,,,,,,,,,,,,,,
14944,Marcus Morris,4,2023-12-06,34-095,PHI,@,WAS,W 131-126,,15,1,4,0.25,1,3,0.333,0,1,,,,,,,,,,,,,,,,,,,
14945,Marcus Morris,4,2023-12-13,34-102,PHI,@,DET,W 129-111,,16,2,2,1,2,2,1,0,0,,,,,,,,,,,,,,,,,,,
14946,Marcus Morris,4,2023-12-30,34-119,PHI,@,CHI,L 92-105,,17,2,5,0.4,2,3,0.667,0,2,,,,,,,,,,,,,,,,,,,
14947,Marcus Morris,4,2024-02-03,34-154,PHI,,BRK,L 121-136,*,19,2,5,0.4,2,4,0.5,0,1,,,,,,,,,,,,,,,,,,,
14948,Keegan Murray,4,2024-01-14,23-148,SAC,@,MIL,L 142-143 (OT),*,19,2,9,0.222,2,7,0.286,0,2,,,,,,,,,,,,,,,,,,,
14949,Mike Muscala,4,2023-11-13,32-135,WAS,@,TOR,L 107-111,,7,1,2,0.5,1,2,0.5,0,0,,,,,,,,,,,,,,,,,,,
14950,Mike Muscala,4,2023-12-06,32-158,WAS,,PHI,L 126-131,,6,2,3,0.667,2,2,1,0,1,,,,,,,,,,,,,,,,,,,
14951,Mike Muscala,4,2023-12-17,32-169,WAS,@,PHO,L 108-112,,10,1,4,0.25,1,2,0.5,0,2,,,,,,,,,,,,,,,,,,,
14952,Mike Muscala,4,2024-01-10,32-193,WAS,@,IND,L 104-112,,11,2,4,0.5,2,2,1,0,2,,,,,,,,,,,,,,,,,,,
14953,Larry Nance Jr.,4,2023-11-02,30-305,NOP,,DET,W 125-116,,15,2,6,0.333,2,4,0.5,0,2,,,,,,,,,,,,,,,,,,,
14954,Larry Nance Jr.,4,2023-11-22,30-325,NOP,,SAC,W 117-112,,12,2,4,0.5,2,3,0.667,0,1,,,,,,,,,,,,,,,,,,,
14955,Larry Nance Jr.,4,2023-11-24,30-327,NOP,@,LAC,W 116-106,,20,2,4,0.5,2,3,0.667,0,1,,,,,,,,,,,,,,,,,,,
14956,Larry Nance Jr.,4,2024-01-26,31-025,NOP,,OKC,L 83-107,,22,2,3,0.667,2,3,0.667,0,0,,,,,,,,,,,,,,,,,,,
14957,Larry Nance Jr.,4,2024-02-05,31-035,NOP,,TOR,W 138-100,,20,2,4,0.5,2,4,0.5,0,0,,,,,,,,,,,,,,,,,,,
14958,Larry Nance Jr.,4,2024-02-09,31-039,NOP,@,LAL,L 122-139,,19,2,4,0.5,2,3,0.667,0,1,,,,,,,,,,,,,,,,,,,
14959,Larry Nance Jr.,4,2024-02-14,31-044,NOP,,WAS,W 133-126,,19,1,2,0.5,0,0,,1,2,,,,,,,,,,,,,,,,,,,
14960,Larry Nance Jr.,4,2024-02-27,31-057,NOP,@,NYK,W 115-92,,19,2,3,0.667,2,2,1,0,1,,,,,,,,,,,,,,,,,,,
14961,Larry Nance Jr.,4,2024-03-01,31-060,NOP,,IND,W 129-102,,15,2,2,1,2,2,1,0,0,,,,,,,,,,,,,,,,,,,
14962,Andrew Nembhard,4,2023-10-28,23-285,IND,@,CLE,W 125-113,,25,2,5,0.4,2,3,0.667,0,2,,,,,,,,,,,,,,,,,,,
14963,Andrew Nembhard,4,2023-11-12,23-300,IND,@,PHI,L 126-137,,14,2,4,0.5,2,2,1,0,2,,,,,,,,,,,,,,,,,,,
14964,Andrew Nembhard,4,2023-12-02,23-320,IND,@,MIA,W 144-129,*,23,1,9,0.111,1,5,0.2,0,4,,,,,,,,,,,,,,,,,,,
14965,Aaron Nesmith,4,2023-11-04,24-019,IND,,CHO,L 124-125,,25,1,5,0.2,0,4,0,1,1,,,,,,,,,,,,,,,,,,,
14966,Aaron Nesmith,4,2024-01-01,24-077,IND,@,MIL,W 122-113,*,27,1,10,0.1,0,3,0,1,7,,,,,,,,,,,,,,,,,,,
14967,Aaron Nesmith,4,2024-03-03,24-139,IND,@,SAS,L 105-117,*,28,1,7,0.143,1,3,0.333,0,4,,,,,,,,,,,,,,,,,,,
14968,Georges Niang,4,2023-12-14,30-180,CLE,@,BOS,L 107-116,,22,1,4,0.25,1,2,0.5,0,2,,,,,,,,,,,,,,,,,,,
14969,Georges Niang,4,2024-01-31,30-228,CLE,,DET,W 128-121,,17,2,4,0.5,2,4,0.5,0,0,,,,,,,,,,,,,,,,,,,
14970,Zeke Nnaji,4,2023-10-24,22-288,DEN,,LAL,W 119-107,,12,1,3,0.333,1,2,0.5,0,1,,,,,,,,,,,,,,,,,,,
14971,Zeke Nnaji,4,2023-11-03,22-298,DEN,,DAL,W 125-114,,12,2,2,1,2,2,1,0,0,,,,,,,,,,,,,,,,,,,
14972,Zeke Nnaji,4,2023-12-28,22-353,DEN,,MEM,W 142-105,,6,2,3,0.667,2,3,0.667,0,0,,,,,,,,,,,,,,,,,,,
14973,Zeke Nnaji,4,2024-03-07,23-058,DEN,,BOS,W 115-109,,8,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,
14974,Jaylen Nowell,4,2023-11-26,24-140,MEM,,MIN,L 97-119,,13,2,4,0.5,2,3,0.667,0,1,,,,,,,,,,,,,,,,,,,
14975,Jusuf Nurkić,4,2023-10-26,29-064,PHO,@,LAL,L 95-100,*,28,1,5,0.2,1,3,0.333,0,2,,,,,,,,,,,,,,,,,,,
14976,Jusuf Nurkić,4,2024-01-21,29-151,PHO,,IND,W 117-110,*,19,2,2,1,2,2,1,0,0,,,,,,,,,,,,,,,,,,,
14977,Josh Okogie,4,2023-11-04,25-064,PHO,@,PHI,L 100-112,,26,2,7,0.286,2,5,0.4,0,2,,,,,,,,,,,,,,,,,,,
14978,Josh Okogie,4,2024-01-08,25-129,PHO,@,LAC,L 111-138,,18,2,3,0.667,2,2,1,0,1,,,,,,,,,,,,,,,,,,,
14979,Josh Okogie,4,2024-01-22,25-143,PHO,,CHI,W 115-113,,14,1,3,0.333,1,1,1,0,2,,,,,,,,,,,,,,,,,,,
14980,Josh Okogie,4,2024-02-04,25-156,PHO,@,WAS,W 140-112,,16,2,2,1,2,2,1,0,0,,,,,,,,,,,,,,,,,,,
14981,Josh Okogie,4,2024-02-08,25-160,PHO,,UTA,W 129-115,,14,2,4,0.5,2,3,0.667,0,1,,,,,,,,,,,,,,,,,,,
14982,Onyeka Okongwu,4,2023-11-26,22-350,ATL,@,BOS,L 103-113,,27,2,2,1,2,2,1,0,0,,,,,,,,,,,,,,,,,,,
14983,Kelly Olynyk,4,2023-11-02,32-197,UTA,,ORL,L 113-115,,19,2,4,0.5,2,3,0.667,0,1,,,,,,,,,,,,,,,,,,,
14984,Kelly Olynyk,4,2023-11-08,32-203,UTA,@,IND,L 118-134,,21,2,4,0.5,2,2,1,0,2,,,,,,,,,,,,,,,,,,,
14985,Kelly Olynyk,4,2023-11-21,32-216,UTA,@,LAL,L 99-131,,24,1,6,0.167,1,2,0.5,0,4,,,,,,,,,,,,,,,,,,,
14986,Kelly Olynyk,4,2023-11-27,32-222,UTA,,NOP,W 114-112,,19,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,
14987,Kelly Olynyk,4,2024-01-13,32-269,UTA,,LAL,W 132-125,,15,2,8,0.25,2,7,0.286,0,1,,,,,,,,,,,,,,,,,,,
14988,Kelly Olynyk,4,2024-01-15,32-271,UTA,,IND,W 132-105,,17,1,3,0.333,1,3,0.333,0,0,,,,,,,,,,,,,,,,,,,
14989,Kelly Olynyk,4,2024-03-03,32-319,TOR,,CHO,W 111-106,,26,0,4,0,0,2,0,0,2,,,,,,,,,,,,,,,,,,,
14990,Eugene Omoruyi,4,2023-10-25,26-253,WAS,@,IND,L 120-143,,8,2,3,0.667,2,3,0.667,0,0,,,,,,,,,,,,,,,,,,,
14991,Eugene Omoruyi,4,2023-11-03,26-262,WAS,@,MIA,L 114-121,,7,2,2,1,2,2,1,0,0,,,,,,,,,,,,,,,,,,,
14992,Eugene Omoruyi,4,2023-11-06,26-265,WAS,@,PHI,L 128-146,,11,1,2,0.5,0,0,,1,2,,,,,,,,,,,,,,,,,,,
14993,Eugene Omoruyi,4,2024-02-09,26-360,WAS,@,BOS,L 129-133,,13,2,4,0.5,2,3,0.667,0,1,,,,,,,,,,,,,,,,,,,
14994,Eugene Omoruyi,4,2024-03-08,27-023,WAS,,CHO,W 112-100,,6,2,5,0.4,2,4,0.5,0,1,,,,,,,,,,,,,,,,,,,
14995,Royce O'Neale,4,2024-01-21,30-230,BRK,@,LAC,L 114-125,,15,1,6,0.167,1,1,1,0,5,,,,,,,,,,,,,,,,,,,
14996,Cedi Osman,4,2023-12-28,28-264,SAS,@,POR,W 118-105,,16,2,3,0.667,2,3,0.667,0,0,,,,,,,,,,,,,,,,,,,
14997,Cedi Osman,4,2023-12-29,28-265,SAS,@,POR,L 128-134,,18,2,4,0.5,2,3,0.667,0,1,,,,,,,,,,,,,,,,,,,
14998,Kelly Oubre Jr.,4,2023-12-27,28-018,PHI,@,ORL,W 112-92,*,29,1,7,0.143,0,3,0,1,4,,,,,,,,,,,,,,,,,,,
14999,Kelly Oubre Jr.,4,2024-01-25,28-047,PHI,@,IND,L 122-134,*,22,2,5,0.4,2,3,0.667,0,2,,,,,,,,,,,,,,,,,,,
15000,Chris Paul,4,2023-12-17,38-225,GSW,@,POR,W 118-114,,32,2,7,0.286,2,3,0.667,0,4,,,,,,,,,,,,,,,,,,,
15001,Chris Paul,4,2023-12-22,38-230,GSW,,WAS,W 129-118,,25,2,7,0.286,2,4,0.5,0,3,,,,,,,,,,,,,,,,,,,
15002,Cameron Payne,4,2023-11-01,29-085,MIL,@,TOR,L 111-130,,19,2,5,0.4,2,3,0.667,0,2,,,,,,,,,,,,,,,,,,,
15003,Cameron Payne,4,2023-11-24,29-108,MIL,,WAS,W 131-128,,17,2,4,0.5,2,2,1,0,2,,,,,,,,,,,,,,,,,,,
15004,Cameron Payne,4,2023-12-07,29-121,MIL,,IND,L 119-128,,16,2,9,0.222,2,6,0.333,0,3,,,,,,,,,,,,,,,,,,,
15005,Cameron Payne,4,2024-01-26,29-171,MIL,,CLE,L 100-112,,11,1,3,0.333,0,1,0,1,2,,,,,,,,,,,,,,,,,,,
15006,Gary Payton II,4,2023-11-01,30-335,GSW,,SAC,W 102-101,,22,2,4,0.5,2,4,0.5,0,0,,,,,,,,,,,,,,,,,,,
15007,Gary Payton II,4,2023-11-12,30-346,GSW,,MIN,L 110-116,,14,2,2,1,2,2,1,0,0,,,,,,,,,,,,,,,,,,,
15008,Gary Payton II,4,2023-11-24,30-358,GSW,,SAS,W 118-112,,19,2,3,0.667,2,2,1,0,1,,,,,,,,,,,,,,,,,,,
15009,Gary Payton II,4,2024-02-15,31-076,GSW,@,UTA,W 140-137,,15,2,3,0.667,2,3,0.667,0,0,,,,,,,,,,,,,,,,,,,
15010,Gary Payton II,4,2024-03-01,31-091,GSW,@,TOR,W 120-105,,14,2,4,0.5,2,3,0.667,0,1,,,,,,,,,,,,,,,,,,,
15011,Julian Phillips,4,2024-01-31,20-087,CHI,@,CHO,W 117-110,,11,1,2,0.5,1,1,1,0,1,,,,,,,,,,,,,,,,,,,
15012,Scotty Pippen Jr.,4,2024-01-28,23-079,MEM,@,IND,L 110-116,,17,1,5,0.2,0,3,0,1,2,,,,,,,,,,,,,,,,,,,
15013,Mason Plumlee,4,2023-10-29,33-238,LAC,,SAS,W 123-83,,21,2,3,0.667,2,3,0.667,0,0,,,,,,,,,,,,,,,,,,,
15014,Mason Plumlee,4,2024-03-01,33-362,LAC,,WAS,W 140-115,,20,2,5,0.4,2,5,0.4,0,0,,,,,,,,,,,,,,,,,,,
15015,Brandin Podziemski,4,2023-12-14,20-292,GSW,@,LAC,L 113-121,*,35,2,11,0.182,2,8,0.25,0,3,,,,,,,,,,,,,,,,,,,
15016,Brandin Podziemski,4,2024-02-25,21-000,GSW,,DEN,L 103-119,*,30,2,6,0.333,2,5,0.4,0,1,,,,,,,,,,,,,,,,,,,
15017,Jakob Poeltl,4,2023-11-08,28-024,TOR,@,DAL,W 127-116,*,21,2,5,0.4,2,5,0.4,0,0,,,,,,,,,,,,,,,,,,,
15018,Jakob Poeltl,4,2023-12-18,28-064,TOR,,CHO,W 114-99,*,15,2,2,1,2,2,1,0,0,,,,,,,,,,,,,,,,,,,
15019,Jakob Poeltl,4,2023-12-20,28-066,TOR,,DEN,L 104-113,*,19,2,5,0.4,2,5,0.4,0,0,,,,,,,,,,,,,,,,,,,
15020,Jakob Poeltl,4,2023-12-30,28-076,TOR,@,DET,L 127-129,*,35,2,4,0.5,2,4,0.5,0,0,,,,,,,,,,,,,,,,,,,
15021,Aleksej Pokusevski,4,2024-02-02,22-038,OKC,,CHO,W 126-106,,7,1,2,0.5,0,1,0,1,1,,,,,,,,,,,,,,,,,,,
15022,Jordan Poole,4,2024-01-21,24-216,WAS,,DEN,L 104-113,*,28,1,7,0.143,0,3,0,1,4,,,,,,,,,,,,,,,,,,,
15023,Jordan Poole,4,2024-02-04,24-230,WAS,,PHO,L 112-140,*,20,1,7,0.143,1,4,0.25,0,3,,,,,,,,,,,,,,,,,,,
15024,Craig Porter Jr.,4,2023-11-01,23-248,CLE,@,NYK,W 95-89,,11,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,
15025,Craig Porter Jr.,4,2023-11-15,23-262,CLE,@,POR,W 109-95,,9,2,3,0.667,2,3,0.667,0,0,,,,,,,,,,,,,,,,,,,
15026,Craig Porter Jr.,4,2024-01-20,23-328,CLE,@,ATL,W 116-95,,21,1,3,0.333,1,2,0.5,0,1,,,,,,,,,,,,,,,,,,,
15027,Craig Porter Jr.,4,2024-03-01,24-004,CLE,@,DET,W 110-100,,11,1,2,0.5,1,2,0.5,0,0,,,,,,,,,,,,,,,,,,,
15028,Craig Porter Jr.,4,2024-03-03,24-006,CLE,,NYK,L 98-107,,8,2,4,0.5,2,4,0.5,0,0,,,,,,,,,,,,,,,,,,,
15029,Bobby Portis,4,2023-11-03,28-266,MIL,,NYK,W 110-105,,17,2,10,0.2,2,8,0.25,0,2,,,,,,,,,,,,,,,,,,,
15030,Bobby Portis,4,2023-11-22,28-285,MIL,@,BOS,L 116-119,,21,2,6,0.333,2,6,0.333,0,0,,,,,,,,,,,,,,,,,,,
15031,Bobby Portis,4,2023-11-30,28-293,MIL,@,CHI,L 113-120 (OT),,31,2,8,0.25,2,6,0.333,0,2,,,,,,,,,,,,,,,,,,,
15032,Bobby Portis,4,2023-12-07,28-300,MIL,,IND,L 119-128,,18,2,5,0.4,2,4,0.5,0,1,,,,,,,,,,,,,,,,,,,
15033,Bobby Portis,4,2024-01-20,28-344,MIL,@,DET,W 141-135,,17,2,4,0.5,2,4,0.5,0,0,,,,,,,,,,,,,,,,,,,
15034,Dwight Powell,4,2023-11-14,32-117,DAL,@,NOP,L 110-131,,11,2,4,0.5,2,4,0.5,0,0,,,,,,,,,,,,,,,,,,,
15035,Dwight Powell,4,2023-12-06,32-139,DAL,,UTA,W 147-97,,18,2,2,1,2,2,1,0,0,,,,,,,,,,,,,,,,,,,
15036,Dwight Powell,4,2023-12-08,32-141,DAL,@,POR,W 125-112,,12,1,2,0.5,1,2,0.5,0,0,,,,,,,,,,,,,,,,,,,
15037,Dwight Powell,4,2023-12-14,32-147,DAL,,MIN,L 101-119,,7,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,
15038,Dwight Powell,4,2023-12-25,32-158,DAL,@,PHO,W 128-114,,7,2,2,1,2,2,1,0,0,,,,,,,,,,,,,,,,,,,
